1,2,3,4,5,6,7,8,9
-0.9987,-3.0578,-1.5184,2.4913,1.4650,2.3390,0.1475,-0.2484,2.1286
-0.3131,-0.7935,0.4123,1.2334,0.0516,0.0419,2.7336,-1.6845,-0.4123
-3.1650,-3.6471,0.4461,1.7099,2.5714,0.7179,1.4989,-2.6544,5.6525
-1.4790,-1.1821,-0.3936,1.0148,2.1050,1.5830,1.5739,-0.0461,1.9295
0.8818,1.0097,1.6188,-0.8367,-0.9810,2.6766,1.5150,-0.8775,-3.4169
-1.0494,2.1738,1.8050,0.7358,-0.1901,0.5554,-0.9544,1.0429,0.2073
0.1145,-0.0811,0.6341,0.2741,0.2458,0.1818,2.8975,-1.5108,-1.0998
-2.2633,-0.8106,0.4038,0.5570,3.8675,3.9783,-0.4935,0.7943,3.7772
-0.6629,-0.2207,-0.0306,-1.0958,2.0871,-0.2545,-0.0136,-0.0901,2.2938
-1.5985,-0.6154,-0.3638,1.5250,2.6405,0.3371,1.6869,0.1172,2.5929
-1.3968,-1.6500,0.2875,0.1635,1.2678,0.8594,-0.0705,-1.0082,2.7358
-1.1469,-1.3861,-2.1142,-0.2986,-0.1460,1.9284,0.7834,2.0001,-0.0915
-1.4009,0.6124,2.3327,-1.4312,-0.8082,-0.2333,-0.6055,-1.0642,1.2246
0.9917,1.3118,0.3987,0.5866,-0.7453,1.8375,1.8240,0.3869,-3.5973
-0.6190,-0.7943,1.1768,-0.6273,0.1298,2.0140,2.1225,-1.7093,-0.4666
-1.1385,1.1991,4.2897,1.2768,0.5214,-0.3072,-1.9518,-2.6635,2.7796
0.5950,-3.3384,-1.0779,0.7550,2.1715,3.8180,-3.0911,-0.8059,2.3976
-0.6739,-1.2435,0.3835,0.1450,0.2467,0.6358,1.9464,-1.5589,0.3748
-1.2949,-1.0753,0.0107,0.9421,1.9391,2.5452,0.0879,0.1274,1.9609
0.7463,2.3074,-0.1239,0.7291,-0.9431,-0.3303,0.9414,1.7132,-2.8913
-0.3821,-0.6018,-1.8746,-0.5496,0.8245,-0.1096,0.4403,1.5017,0.6190
-1.4846,-0.5684,0.8238,-1.2204,2.9177,2.4765,-0.5124,-0.1650,3.0567
-0.1802,-2.7869,-4.4538,-2.5070,-3.7700,1.8840,-0.1298,3.3099,-2.9185
-1.8462,-0.3409,-0.1943,1.1506,2.2813,1.7849,1.9483,0.6846,1.7002
-1.2617,0.8535,3.3796,-0.6543,2.3061,2.8478,-2.4214,-1.1579,3.0013
0.4570,-1.5541,-0.7142,1.3301,3.3177,0.5548,-1.7111,-0.7367,3.2208
-1.0484,0.6723,-1.1302,0.9754,2.6610,-4.5230,2.4675,0.4261,2.9590
-0.0367,-1.2533,0.0148,0.5577,4.3640,-0.9904,-0.2775,-1.8417,4.4222
-0.3244,-1.2046,0.9317,-0.4533,0.4309,-0.8245,1.3969,-2.5981,1.2013
-0.9022,-0.1826,-0.1183,-0.1208,0.9907,2.2546,0.5039,0.8282,0.3585
-1.7045,-1.3724,0.3033,1.5713,1.6674,1.2598,0.4582,-0.6519,2.7261
0.1415,-2.4135,0.4037,-0.1943,4.6682,1.2526,-1.3960,-2.6558,4.7781
-1.1396,0.0045,-2.4343,0.3317,-1.0042,-3.0460,2.3084,2.0973,-0.1344
-0.1661,1.8478,1.4824,0.0647,1.9579,1.1363,-1.0960,0.5627,0.9296
-2.5510,-0.9900,1.8687,-0.2544,-0.8864,-0.4558,-0.9545,-1.4070,3.1494
-1.8702,-1.8285,-0.0181,1.2221,2.4516,0.3701,-0.0652,-0.8297,4.2158
-0.0537,-0.7728,-3.6749,0.3760,-3.3823,1.4894,0.3548,4.0366,-3.7025
-0.7129,-1.4662,-2.7429,-0.2243,-0.9806,0.7904,1.0481,2.1064,-0.8111
1.2978,1.5009,-0.6648,0.1488,2.2810,0.5528,-1.1656,1.6350,-0.1445
-0.6442,0.7782,1.8004,-0.6238,0.6890,0.7153,0.6298,-0.9339,0.4818
-0.6773,1.4954,0.5893,-0.0061,1.1387,1.5762,0.2207,1.3915,-0.0478
-0.4257,0.1372,-1.6515,0.4132,-0.9751,1.3316,-0.7906,2.8420,-1.0503
-0.6033,0.6685,0.1899,0.3231,1.0197,0.5170,2.0385,0.3077,-0.2148
-0.4377,-0.0120,0.3557,0.9095,0.5334,1.7672,1.3781,-0.0815,-0.5238
0.5469,1.8967,1.9958,1.2332,-3.1983,-1.4750,1.2424,-1.0610,-3.2385
-0.5372,-0.9611,0.4545,-1.7290,0.5143,0.1068,1.7376,-1.5618,0.6357
-2.7603,1.5803,4.3917,0.0781,-0.3295,3.4242,-2.0253,-0.4252,1.7923
0.3476,-2.3858,-1.9903,2.0814,-0.1159,2.6400,-0.8162,0.6431,-0.3279
-0.9859,-0.6441,-1.6134,0.9355,1.5244,-1.2834,1.4284,0.8898,1.7754
-0.3008,-0.2133,-0.2559,0.8355,0.3307,0.7747,2.4575,-0.1659,-0.8959
0.0001,-0.4300,0.1687,-0.5935,-0.1842,1.0493,2.9443,-1.0009,-1.6313
-1.1875,-0.0252,-0.6245,0.3021,2.3419,-0.5754,1.5530,0.5647,2.0901
-0.9486,-1.3630,-1.9531,-0.2512,0.1924,0.4518,1.1018,1.2337,0.4987
-1.9377,-2.3091,0.8458,1.1778,1.4433,1.0940,0.1899,-1.9758,3.6037
-1.7099,-0.6279,1.2779,-0.3323,1.5112,4.3782,-0.3469,0.0064,1.4941
-2.0442,0.0455,-2.0953,0.5953,-1.4808,1.0914,2.6708,3.3139,-1.5777
-2.5393,-0.5996,-0.8988,0.1964,-2.0958,-1.2619,-0.4808,1.8360,1.4775
-0.2219,-0.0759,-0.1480,-1.2138,2.6184,1.5950,-0.8831,0.5714,1.8033
-1.6105,-2.8499,1.4043,1.4040,0.4840,0.1050,3.0616,-4.1353,2.1967
0.3661,0.9349,0.0965,-0.0692,1.1903,1.4509,1.1310,0.5711,-1.0645
-0.8261,-0.3732,0.7641,-0.3707,1.7610,1.0273,-0.8997,-0.4467,2.3360
-0.2375,0.2146,1.0436,-0.6020,0.2262,2.4942,-0.4620,-0.0808,-0.3418
-0.5356,-0.4587,-2.9657,0.5006,-1.1224,-2.8924,2.2281,1.9824,-0.6381
-1.1436,-0.7194,-0.3081,0.1947,1.0692,2.2005,0.9822,0.5250,0.6714
-0.7577,-1.1031,1.6426,0.0333,0.2231,1.9127,0.4085,-2.0744,0.8227
-2.8012,-0.4941,1.7887,-0.1821,1.2542,1.7054,-2.6379,0.0387,4.4556
-0.6434,-0.9489,0.3903,1.1317,0.9198,-0.0902,2.6263,-1.7249,0.6773
-0.8913,-1.5155,0.1206,1.7953,1.1664,-0.9247,1.7969,-1.8768,2.0363
-3.3763,-0.7164,4.7599,1.0497,0.5218,1.8525,-0.7759,-3.4828,4.3831
-2.2615,-2.0830,0.8782,0.4627,1.3449,2.9035,0.4805,-1.1988,2.7882
-0.4131,-0.5407,0.3713,-0.2142,1.1475,-0.0383,-0.2675,-0.7656,1.7049
-0.5868,2.2596,0.4267,1.0779,-2.2912,0.2869,-0.6644,2.4793,-2.1143
-0.4757,-0.6025,-0.2316,-0.3389,1.6968,1.5722,-0.4556,0.2914,1.4351
2.3019,0.5847,-1.6534,-1.2537,-2.7877,-3.2920,2.9514,-0.1577,-4.6254
-2.1650,0.4510,-1.3939,0.3696,0.5767,-0.7192,3.2699,2.1553,0.4661
-2.1835,-1.8213,0.8099,-0.9643,2.5296,1.1130,-1.2594,-1.0984,4.9658
-1.7204,0.2163,3.9839,2.4680,1.6569,2.5144,-1.1533,-2.5037,2.9899
-0.9652,-1.6570,-1.7269,-0.4481,1.7035,-1.1803,1.1474,0.1131,2.4971
-1.2074,-1.2667,-1.2722,-0.3941,2.3412,-2.3559,2.5317,-0.5897,2.9380
-1.3748,-1.5884,-0.7796,0.6444,2.1629,1.3571,1.3366,-0.0719,2.2118
-0.3592,1.0953,2.3749,0.2687,0.7409,1.3639,-0.8132,-0.9202,0.6275
-3.3475,0.0202,5.6655,-1.4243,-1.0088,1.8534,1.2086,-4.1133,2.1819
-1.0193,-1.3962,-0.4941,2.1363,1.1339,-0.2330,2.2733,-0.9365,1.3894
1.6850,1.3623,-2.0072,1.6757,-3.5215,-1.9789,1.8229,2.0094,-5.2015
-2.9479,2.8050,6.3560,-1.1153,-0.2142,1.3718,-2.9844,-1.6601,3.1674
-1.6746,2.7758,6.8233,-1.2525,-0.2923,-0.8142,-1.1355,-3.9194,2.2687
-2.4234,2.1346,4.8428,0.8340,0.6158,1.2785,-1.9745,-1.2597,2.8924
-1.5561,1.2995,2.2438,0.0018,1.7483,0.7217,-1.8659,0.0601,2.9664
1.2609,1.5189,1.4211,1.3598,1.1570,-2.1202,-0.4055,-1.4118,0.3881
-0.7050,0.2536,-2.2650,-1.1623,-0.7679,-1.2394,2.1602,2.3915,-1.1247
-2.6772,2.3540,7.2652,0.8952,-0.2067,0.4585,-2.3599,-3.6402,3.5296
-1.6084,-1.4827,-0.9236,0.1998,2.6458,0.4214,1.5834,-0.0365,2.9493
-0.7228,-1.0322,-0.2906,-1.9902,4.0833,-1.1738,1.2090,-1.2823,4.0043
-2.1750,-0.9927,-1.0676,-0.3484,1.7069,0.4934,2.5823,0.7852,1.9606
0.0800,-0.4740,-0.0395,0.0350,2.0915,1.2360,0.3531,-0.4293,1.0086
-1.2566,-1.6142,-1.2509,2.9407,0.4088,3.4196,0.6276,1.2555,0.1821
-1.8737,-0.3342,-2.0144,-1.2718,-0.7571,1.6962,2.2692,2.9462,-1.0454
1.6790,3.8159,2.2796,-1.5027,2.7317,0.8338,-2.4254,0.6862,-0.2116
-0.4653,1.6391,2.8320,-0.6745,1.5546,0.2975,-1.8287,-0.9749,2.0353
-3.0097,1.6050,5.9882,0.3433,0.8155,1.5314,-2.8935,-2.4489,4.4192
-1.5505,-0.9182,-0.7313,0.0280,1.8413,1.2398,2.3952,0.3628,1.3437
-2.0198,-1.9693,0.0129,1.2126,2.8261,-0.7634,1.6997,-1.6715,4.3822
-0.4758,-1.7490,-1.8425,0.8565,0.0797,1.1646,0.7673,0.7588,0.1070
-2.5141,0.3650,3.4655,0.8361,-0.7355,1.1898,1.0555,-1.9687,1.2815
-1.9874,1.4936,0.9165,0.5587,2.9290,-1.2996,3.3379,0.0700,2.2477
-1.6020,1.2753,2.7558,0.9269,-1.1722,-0.2376,-0.7868,-0.7105,0.9585
-1.1239,-2.6992,-2.1444,1.1687,-1.0137,4.4734,0.0998,1.6903,-0.7994
-2.1953,-0.0197,2.5172,1.5759,1.5656,2.0604,0.1208,-1.2478,2.6981
-0.8984,-0.9195,-1.3984,-0.0779,1.2184,0.1597,0.8048,0.8992,1.3540
-3.0215,2.0558,6.0803,0.4017,0.5555,3.0787,-3.4832,-1.5403,3.6255
-1.6284,1.2322,3.7403,-1.3243,-1.6441,1.3019,-2.2561,-1.0281,0.9223
0.9902,3.1216,0.6671,-1.1366,-0.0022,-0.9956,-0.4111,1.5236,-1.7680
-2.0324,-2.1398,-1.4708,0.2202,0.0410,4.4305,1.6758,1.4844,-0.1021
-0.4346,2.4452,3.6159,-0.0943,1.0096,0.0705,-2.5351,-0.9293,1.7884
0.1981,-0.1848,-0.4445,-1.0274,1.9956,0.8820,-1.7966,0.6581,1.7003
-2.7975,-0.0572,-0.7757,-0.2683,-0.2599,-2.6232,1.4182,1.3599,2.4764
-0.5193,-0.0085,-0.1672,2.3400,2.9630,0.1574,0.3786,0.1085,2.3024
-0.8783,0.4462,1.2885,0.0182,-0.8116,1.3119,-0.9787,0.1431,0.1195
-3.0105,4.2826,4.1988,0.2152,2.2684,0.0090,2.6882,0.2187,1.6725
1.0748,-2.2289,-2.0883,-0.2521,0.0987,2.3311,-1.6066,0.5819,-0.4072
0.9365,1.3862,1.5635,0.1066,-1.0618,3.4583,0.9816,-0.1465,-3.8334
-0.9551,-0.8406,0.0315,0.0357,0.8189,1.5691,1.6093,-0.3614,0.4698
-0.7652,-2.0627,-1.4362,-1.3771,1.7052,0.3196,0.5256,-0.1658,2.2691
-1.3599,2.2776,3.2928,-0.3889,0.3885,-0.5818,-2.0182,-0.4464,2.1722
0.2225,-2.1595,-1.3693,0.5099,-0.7484,5.5240,-1.9475,1.3315,-1.3619
0.1390,-3.0719,-2.0383,1.6035,0.0761,3.4287,-1.0152,0.3922,0.1048
-2.4220,-2.5067,0.4621,2.4234,1.9034,1.4921,-0.7115,-1.1985,4.5925
-2.6040,1.7136,5.0320,0.7768,-1.7234,0.7360,0.1739,-2.1801,0.8931
-1.3940,-1.0168,-0.2337,-0.3853,0.3982,1.3781,0.2837,0.3168,1.2448
-1.7136,0.7409,-0.3014,0.7048,-0.5635,0.7090,-0.6189,2.3848,0.5302
-0.7784,-1.8232,-3.4637,-1.7603,-1.9072,0.8287,0.3234,2.8816,-1.1017
-1.1394,-1.6722,0.8928,0.2328,0.8322,0.8143,0.8247,-2.0236,1.9850
-1.3272,0.8355,4.6661,-0.3967,0.0982,0.8589,-0.4407,-3.3314,1.7488
-2.7125,1.0705,1.7947,-0.0164,-1.9538,-1.3091,-0.1848,0.4350,1.3805
-1.4207,-1.0116,0.4717,-0.4047,1.1772,2.0893,0.4003,-0.3692,1.6512
-1.7827,-1.8662,-3.1694,0.3517,-1.0163,-2.2284,1.0676,1.9968,1.4501
-0.3862,1.3899,-0.3822,2.2452,-1.5833,-3.0684,2.8548,0.6455,-1.6627
-0.4935,-1.5878,-2.0334,1.4433,3.6949,3.4383,-1.0562,1.7886,2.4540
0.7783,0.4577,0.4580,2.0934,0.1476,0.9376,0.5856,-0.4115,-1.3465
-2.3181,-2.5018,0.6092,1.1803,1.7685,1.7919,1.0235,-1.7336,3.5308
0.8902,0.8267,-0.7911,0.8869,3.9065,3.0572,-2.7993,2.2355,1.3835
-1.6212,-0.2704,-1.2981,1.7922,1.2331,0.9748,1.4489,1.8683,1.0047
-3.1458,-0.9821,3.2663,0.7716,-0.0968,1.3628,-0.7362,-2.2781,3.6987
-0.0244,-0.3306,0.9365,0.5262,0.3630,-0.4910,0.9313,-1.7306,0.4902
-1.6013,-2.4163,0.1988,0.9357,0.7248,0.2822,3.2004,-2.3986,1.6809
-1.1844,2.9294,2.2188,0.5761,-1.1268,0.4308,0.2536,1.1571,-1.1581
-2.8187,-0.4567,-2.5003,0.8416,-0.9896,0.7785,3.6456,3.3497,-0.7058
-0.7516,-0.6328,1.3422,0.6575,1.3883,0.5723,-0.2756,-1.6070,2.2048
-1.4540,-1.6401,-2.0190,0.1025,0.5700,0.8411,1.3083,1.3370,1.0733
-0.1350,-1.9872,-1.6578,0.0626,0.8791,1.6266,0.0237,0.3519,0.7148
-1.7346,-1.3426,-1.1004,-1.6133,2.5102,-0.9995,2.2517,-0.1547,3.1385
-1.3349,-0.5840,-0.1323,2.4920,1.4643,0.4444,-1.0070,0.5336,2.7342
-1.8172,1.4871,5.2516,0.5161,2.7652,3.0734,-2.3493,-2.3310,3.7999
-0.5675,2.8481,4.0795,-0.4710,-0.9893,-1.3203,-1.1910,-1.4629,0.3370
-0.9557,0.1210,-2.2791,-0.7056,-1.1389,-0.1514,1.9198,2.8018,-1.4668
-1.0002,0.2357,-0.9939,-0.2202,-0.4315,-2.3622,2.2775,0.7673,0.1243
-2.3398,-3.6449,-5.3357,-0.6377,-2.1892,-4.0644,1.2302,2.6165,2.2044
-0.9120,0.2325,0.4103,-0.8554,2.0980,-1.7852,3.6702,-1.2873,1.3616
1.6274,-1.3332,-3.3061,-1.7400,-1.6738,0.6624,-1.8086,2.2769,-2.1525
-0.2588,-1.9761,-0.6340,-0.4175,2.4168,1.8155,-0.4365,-0.7080,2.3116
-1.0876,-1.3030,1.1542,0.4425,0.1273,2.3333,0.9227,-1.5406,0.6054
-0.3469,-1.9921,-0.1174,1.6372,2.4156,3.8996,-1.1051,-0.5413,1.9403
-1.3787,-0.0473,2.2085,-0.1533,1.0185,2.8236,-3.1852,-0.3420,2.7211
-0.2337,2.9077,3.5474,-1.1505,0.4313,0.3370,-2.6642,-0.3624,0.8754
-0.1812,-0.0210,0.4299,1.0248,0.6346,1.1957,0.9972,-0.3853,-0.2276
-1.4769,-1.2650,-1.3429,-0.4038,0.4578,2.1900,1.3179,1.3206,0.3992
0.1114,2.5510,0.3243,-0.8061,-2.0706,-1.2646,1.3443,1.5761,-2.9760
-1.1826,-1.1517,-1.1160,-2.2539,0.8999,2.1962,0.7857,1.0952,0.7043
-0.5804,2.5874,3.2485,-1.1921,1.6568,1.1535,1.8507,-1.1274,-0.2351
-0.5171,0.3671,-2.1267,0.0839,-3.7560,-3.4710,1.4597,2.1323,-2.2031
1.0080,0.4355,0.6198,0.4783,-0.3744,-0.6275,2.0399,-1.4425,-1.8550
0.0530,0.7074,-1.3732,0.0327,0.1137,0.2209,0.2029,2.1697,-0.8848
2.3078,0.5286,-2.5350,-1.5004,1.8965,0.7033,-0.9510,2.2540,-1.3752
-3.3246,-1.5152,-1.0723,0.3275,0.7192,-0.5480,-0.0197,1.3759,4.1185
-2.5444,-1.4588,3.5197,0.5028,0.0071,0.4718,-0.0419,-3.7583,3.6588
-0.3762,-1.0272,-0.8282,-1.2380,1.8564,1.0537,0.3696,0.1451,1.3958
-1.2592,-0.2788,-3.1360,-0.9114,-1.2933,-2.7029,2.3276,2.7889,-0.4201
-0.5952,0.4378,3.0939,-2.6082,1.6421,2.9974,-1.1002,-1.8116,1.4553
-2.1164,-1.2726,-1.9840,-0.4588,-2.7403,-1.9464,-0.5609,2.0713,1.0765
1.0902,0.9711,1.2210,0.0303,-0.5480,1.3596,1.5373,-0.9849,-2.8091
-0.3222,-0.1727,0.9283,0.0344,0.9646,0.5039,-0.8010,-0.7955,1.4463
-1.6325,-1.5852,-1.2621,-0.8043,0.9960,2.4128,0.8366,1.1284,1.2379
-1.8909,-1.8286,-0.5571,0.1745,3.3530,0.3859,2.0363,-0.8077,3.7914
-0.5827,-0.7351,-1.2449,-0.3000,1.2601,0.2382,0.6761,0.7763,1.0811
0.1201,-2.1957,-0.9021,-0.2379,2.6530,1.7445,-1.3285,-0.6615,2.6490
-0.0228,-0.8426,-0.4200,-0.4163,0.6105,4.9207,-1.2788,1.2101,-0.7000
-2.1179,1.1799,3.8827,0.0860,0.9078,2.2869,-2.4878,-0.9166,2.9289
0.5665,1.3666,1.0489,-1.3563,-1.1905,4.9215,0.5699,1.1081,-4.1714
0.3714,2.6023,-0.3833,-1.3262,-2.6605,-1.2191,1.8569,2.2189,-4.0799
-1.5118,-0.9247,-0.0382,0.3521,2.4212,0.6173,-0.5451,0.0383,3.5031
0.9414,1.2937,0.4631,1.1298,-1.4126,-0.7704,1.2433,-0.1530,-2.6389
-2.2059,-2.3400,-0.2734,-0.5145,2.0073,0.3151,0.3015,-0.9029,4.2506
-1.5159,-1.8248,0.7237,-2.1090,1.3417,0.6611,1.8709,-2.1141,2.3033
0.3160,1.8529,1.9949,2.2597,-0.3280,0.0526,1.0210,-0.8184,-1.4961
-0.8046,4.7330,7.1202,0.6726,-0.5788,-0.2935,-1.7474,-2.5524,0.3864
-0.6255,-0.8533,0.5149,0.2691,3.7310,-0.0260,0.4991,-1.5536,3.6068
-2.3853,2.0670,6.7854,0.6442,0.2073,-0.1056,-2.6970,-3.6544,4.0110
-1.5056,-2.2849,0.0918,0.7226,1.5515,-1.4606,0.6513,-2.1475,3.9918
